text,emotion
i feel a bit ashamed that its taken us nearly a month to build this thing but with nathans crazy work schedule and my limited abilities with power tools we were only able to work on it for short spurts at a time,sadness
i feel like i ve devoted my time and life to get to know these friends and when the show stops and i enter reality i realize that the actors don t even be with you that i exist,happiness
i suddenly feel the desire to press my face against the window and silently scream like a doomed urbanite in one of the myriad of disaster movies that always take place in new york,sadness
i feel really relaxed about my gift giving,fun
i spent in the tub not feeling so hot,happiness
im feeling a bit apprehensive that tim will be going away for work a couple of times this year,worry
"I love the location but the beef tacos were overcooked.  Wine is warm and the prices are definitely not good. You could expect it in that part of town but in the end, it's a good 3 1/2 stars that this place deserves. Gorgeous decorum and great service. Pricey and not perfect though.",neutral
im feeling a little apprehensive about things,worry
i feel was relatively gracious since i was sort of the one who was uh semi dumped she continues to be peculiarly distant and impassive about spending time with me,happiness
i am feeling shaken this presentation class slot was actually started in feb but was halted in the middle owing to my daughter s birth,worry
i feel so vulnerable so defenceless so helpless,worry
i need to really appreciate not wearing a coat and feeling the hot sun and going to the pool and eating ice cream,happiness
i feel loving towards them,happiness
"I have ate at this creperie for a couple of years now. I actually just ate there two weekends ago. I really did not enjoy the crepes. First of all, the concept of this place is perfect. It is located in Paris near the buffet. You can actually watch them make the crepes. In some sort of a way, it is almost like art. The lady with the long pony tail did not make it like art. I know there were a lot of people and she was rushing, but she was kind of sloppy and throwing them all together really quick. I think if she took her time a little more and put a little more love in making them, that they would actually be better. The best part about the crepes is the menu. You have sweet and savory options. I had the monte cristo.I would of liked more cheese that was melted, less turkey and ham, and a more flavorful bechemel sauce. I would of liked more powdered sugar and more micro basil. But, it was decent.",neutral
i could return to when i am feeling frustrated challenged or uninspired and i think this mission statement achieves that goal,hate
i am feeling kind of mellow and down,fun
i feel honoured and excited to introduce the incredibly nice very well travelled and oh so stylish a href http silkyway,fun
going out alone in the dark,worry
im feeling no so hot and here comes the cherry on top,happiness
i feel like there s almost a little too much pride and those people wonder why they re getting hated on,hate
"Took the wife here for breakfast on Mother's Day. It was early enough that the wait was only 15 minutes or so. Took a while, about 10 minutes to place our order with the server. She did greet us and let us know she would be with us shortly as the family next to us had sat down first. I know that Mothers Day is the busiest day of the year for restaurants so I was patient and understanding.   The menu had a good variety of options and was laid out and visually appealing. The ambience of the restaurant was very quaint, classy and comfortable. The server was friendly and took our order right away since we were ready by then and didn't want to take a chance on the next go around. They were obviously under staffed.   The food presentation was excellent, but the food quality and flavor is why I gave them 3 stars. The steak was chewy and tough, the scrambled eggs were not fluffy, hash browns undercooked etc. I really wanted to love this place, but the food was the crescendo that fell flat.   I will give them another try for sure as they are very close to home. I also understand today of all days could have been an anomaly due to high volume business.   Overall, I would recommend going there, but don't get your hopes to high!",neutral
i am feeling so low lately just feeling of hopelessness is very disturbing making me tired and sick entire of living this kind of life,sadness
"This review is only for the bar/lounge area.  I haven't stayed at the hotel, so I can't say what the rooms/prices/service is like.  I went to the lounge here only because my most favorite bartender in the world started working here, and I would follow him anywhere.    It's very different from the usual places I frequent.  First of all, the lounge area is very small and within throwing distance of the front desk, the restaurant seating area, and even some of the hotel rooms.  I like my lounges a little more secluded.  Second, the two or three times I've been, the DJ has been playing some hip-hop/80s/techno music.  It's almost like they want the place to have a club-y vibe, while I like my music a little more chill.  The decor could be described as bright and gleaming white.  Rumor seems like a loud, bright, and exciting place.  Reminds me of Miami or something, and I'm sure people love that kind of environment.  It's just not quite my cup of tea.",neutral
Great place for a laugh but falls a bit short on food. While attending a show we decided to get a couple of drinks (they have a 2 drink minimum) and an appetizer which we ended getting the bruschetta which was to soggy but good in flavor. We also ended getting their drink of the night which included a free souvenir glass and a voucher for 2 free tickets for a following show. The drink was not to par with taste and strengh. The venue is great and the service was also good. Will be back and order some more food just to give it another chance.,neutral
i believe in you in in that thing you feel so passionate about,happiness
i feel compassionate about the ones with real needs like an old widow with heart disease and no pension,happiness
i managed to put a stop to all the things i had been doing that left me feeling regretful and miserable everyday,sadness
i remember liking boys and not feeling inhibited,worry
i feel is sincere and good in life it strives to destroy all that i feel is worthwhile in life all with meaning,fun
i feel like these are very boring sewing makes since they are so easy and there is nothing else to say about them than my fabric usage,sadness
i feel like im in a devil wears prada except with less work and no bitchy boss,hate
i feel that once i get these colts gentle in the round pen and loping circles in the arena and fit one three or four hour a href http americashorsedaily,happiness
i quite often get up feeling groggy but after meditating and having a fresh juice i feel as good as new,sadness
"I give an overall rating of 3 for the park. Only went to visit the dog park while the wife was in class, but the park is ""poorly maintained"" and ""dog feces everywhere"". I enjoyed all the grass, and that no one else was there (my dogs don't like the company of other dogs). A lot of football/soccer fields that I saw.",neutral
"I came to Steamers once before for a job, and I told myself if I ever needed to watch a game this is where I'm coming. This place is right around the corner from my house and well, lets say they have a lot of TV's. It's a sports pub, I didn't expect less. So I came here to watch the Knicks play because of an Asian American player Jeremy Lin play and I didn't receive the game at home.  I ate the Philly Cheese Steak. The waiter came and asked me if I wanted tomatoes and lettuce, and I did however when they came back they didn't have tomatoes and lettuce and they brought it out on a plate instead. The tomatoes were fine, but the lettuce looked a little old. I drank a couple of beers and watched the game. The place had some pretty good 90's music and a good amount of country.   My roommate who went with me ordered a burger and said it was juicy and well cooked, so I can't really comment on what his thoughts were. (However, he does have the credentials because he's a student at Johnson and Wales and works in a kitchen) After we ate our entree, we ordered the nacho supreme. It wasn't bad. the lettuce still wasn't that fresh, but the portion size was okay. At 10 every weekend they have karaoke night.  Overall, if I come back here, I would just order a beer watch the game (as they had so many TV's just ask what you want to watch and they'll get your own TV) and then go home. Maybe get some nachos as it's not expensive at all. I don't know what the first reviewer was talking about with the prices were expensive. I didn't think it was expensive at all, but actually not priced badly at all.",neutral
i feel like if i dont stop and be thankful for them now i will blink and theyll just be a memory,fun
i went to bed with the beginnings of a sore throat so when i woke up around am with it still feeling tender i decided to take a look,happiness
i have seen him and i am not feeling apprehensive every time the phone rings,worry
"Sorry, but after coming here 2 times, I still don't quite ""get it."" I think this is a place that coasts on its ""one of the best restaurants in Madison"" reputation. I had a weird-tasting ginger soup, scallops (delicious), and a steak. There was nothing really bad about it, but nothing that made my head explode with euphoria, either. They also do that fine-dining thing where you have a high price-to-potions ratio. The meal-sized version of the scallops, for example, is just a doubling of the appetizer portion, small to begin with.  Look, it's not bad food, but if you want fine dining, there are better places to go for better prices.",neutral
i want to feel your teeth grazing my shoulder and sinking into the tender flesh,happiness
i feel it is vital to work on all aspects of their learning everyday,fun
i feel petty for thinking like i have i feel stupid that i let things get to me so easily,hate
i know when you think of the name buck you think of a biker who has urine on his pants or your fishing buddy who doesn t say to much but that s because he is secretly smarter than you and he doesn t want you to feel like a moron by saying something intelligent,fun
i was feeling anxious watching everyone else play so i asked to hit some balls and i did alright,worry
i completed this story feeling angered at the lack of justice and simply not understanding why frances would go through the trouble of purchasing a grave marker for brodens unmarked grave,hate
i feel infuriated and disgusted by the horrors these poor victims of war have faced and continue to face,hate
i feel frustrated because i never get as much done in a day as i wanted to,hate
i feel burdened by it,sadness
im not trying to be hyprocrite or feeling insulted,hate
im sick for days already feeling super tired and sleepy,fun
i am liking october the feel of it with the gorgeous weather sunny but cool ideal for me,fun
i have spent too many years feeling insecure in a bathing suit to not jump on this band wagon,worry
i feel a despairing sadness because after so much time working on this we have to cut ties,sadness
i felt so bad and i got a feeling that he was offended,hate
"This place is great for young children and families. The activites offered are endless. I highly suggest the tree top trecking. It's a 9+ old activity that requires you to be at least 55"" tall. If you are under that range you can go into the tree walk village which is great because you still climb trees and travel between them using ropes and slides. They do not have a place to purchase food so bring your own!!!",neutral
i began to feel slightly frightened about what he was going to tell me next,worry
"Love the industrial vibe of the place. Love the servers, some of the nicest I've ever come across. Love the menu, as everything is mouthwatering, or close to it.  Food comes out lightning fast, like you're still wondering if you ordered the right stuff, and bam! there it is, leaving you to decide by looking at it. The flavors are also spot on. Even the televisions nail it (at least when we were there), with some Asian game shows, along the lines of MXC, subtitles and everything. Nice.  What isn't quite right is the execution of the dishes.  - Ramen mac & cheese: Flavor was good while warm, but unfortunately after a minute or two, that cheese turns into a government cheese glop, which is not attractive at all. The crispy pork skins added nice texture, until dissolving into the glop.  - Wings (specifically soy garlic, but I suspect on others): The flavor was again spot on, but the breading was so thick, it was tough to get at the meat below. I think this was a breading and not some alien, radioactive Troma-movie like super-thick skin, but I really don't know. Our son loved them, however.  - Pork belly: great flavor, but totally mixed textures. The meat was great. The fatty portions, in bits, was good. The cracklins were often too tough to eat due to fear of breaking a tooth. Next time, the pulled pork would probably make a better choice.  - Buns: Related to above, trying to make sandwiches with pork belly (and other items) was a good choice, and with pulled pork, would probably be an excellent decision.  - Sweet potato swirl: Again, amazing flavor, but one of the oddest things I've ever eaten. If you can get any to your mouth, it dissolves in cloudy goodness, but getting it there is a challenge. Bonus: If you save it, take it home and chill it in the fridge, it becomes a lot easier to eat (though you still get the stickiness of the sauce on your fingers).  - Potato swirl on a stick: Also great flavors, but a little unwieldy, not quite as bad as the sweet potato however. At this point, we were just slowing down. Had as an appetizer, this would have probably been better.  End result: Amazing flavors, even presentation is great. But eating some things wasn't the easiest, and definitely messy. Think fajitas, but worse. Probably not a first date place. And wetnaps would do wonders.",neutral
i feel gratitude for the opportunity to have met so many amazing people through the magic of the internet,surprise
i didnt want to be judged not when i was already feeling so vulnerable,worry
i can feel the neighbours getting mad,hate
This place is just okay. The food is okay. I ordered the Turkey Avocado sandwich. The sourdough bread was toasted and slathered in butter. It was so greasy I needed wet wipes to clean my hands. They also forgot to put avocado on my sandwich. I also ordered a side salad as my side. It was tasty. Its was the best paetc of my meal. We also ordered fried zucchini. It was okay. The breading tasted like the breading on mozzarella sticks. I didn't care for that. My husband ordered the Cubano sandwich. It was extremely salty. It was okay but for rge price of dinner we could have had a streak dinner.,neutral
"Our Wednesday evening experience was a mixed bag. Nice place, good service at the bar, but the food was disappointing. It wasn't the execution either. My backyard burger windsor style was hot and cooked properly. What was missing was savory flavor. Everything was sweet with no balance. The burger itself did not taste to be seasoned and all the accoutrements were sweet including the bun. My wife got the crab cake BLT and it was assembled and cooked fine, but it is just a bad design. It comes on a huge chewy hoagie roll that drowns out any crab or bacon flavor and is virtually impossible for humans to put in their mouths. The chopped kale salad was way too tough to eat. A quick blanche of the kale followed by an ice bath would improve this a great deal. The bartender was knowledgeable and fun. The food was awkward. Really should be 2.5 stars instead of three.",neutral
i am feeling grouchy and angry,hate
"Service was sub par, really ... It was so disappointing ... when we got our food it was good , but from the bar service to the table service... very disappointed... step it up!!",neutral
i believe this particular mommy has younger not even school age children so i feel like before i bombard her with things like making sure her home is in order or carefully discerning activities that take place outside the home ha,fun
i feel so amazed with myself as i could stride nonstop for more than minutes,surprise
im hosting this one just because i feel like giving you lot a thank you for reading and commenting and supporting my blog,happiness
im feeling naughty an oreo milkshake,happiness
i felt it was important to include some extra information at the end of the review as i feel boys are always keen to be able to explore further,fun
i am feeling a little overwhelmed like i do every year at this time at the speed each holiday season creeps up on us,surprise
i am feeling a curious sense of relief a lightness that i never thought possible back when sex seemed to be the most desirable of desires and the ultimate act of self validation,surprise
i feel much like a terrier which gets something between its cute little teeth and sinks in,fun
i say with lifted spirits i had the perfect idea for how to tell rich how i am feeling without being so afraid,worry
i used to feel rejected and like it was my fault as i am overweight,sadness
i wanted to do something nice for my followers friends during the holidays and i finally have free time after finals so i m feeling generous,happiness
i had a feeling that hed be sarcastic all about it,hate
im feeling pressured,worry
"Decent location in what I would consider the not so fabulous section of Mesa. The lady at the counter was super friendly and I was in and out in no time with my $.69 Gatorade Peace A town, I'm out of here!",neutral
"First you have to ring a buzzer to be let in.  Then when they open the door they confirm your ""membership"".  Located in a shady shopping center next to Hot Bodies Spa which I'm guessing is an erotic massage parlor or some creepy crap and Hush Club which is a swinger sex bar.  According to the management do to the debauchery next door they won't allow men inside the store.   Many years ago I got into an argument with someone claiming he was the owner about discriminatory practices while his two doberman pincers jumped all over me.  They aren't licensed as a private club yet they operate as one.     I used to really like the selection of merchandise in years past.  Now they  have 2X the space and use it on things that don't interest me like salon services and dance classes.  I don't know if they have changed ownership or buyers or both.  The selection used to have range.  It was fun.  This last visit I found nothing but dull cookie cutter crap.  It's still a fun store overall.  I have found cute stuff here over the years so I will continue to shop here from time.",neutral
i am already feeling heartbroken and alone again,sadness
Not the best location for this chain of restaurants. The atmosphere is nice but the food selection wasn't the greatest. There are definitely better hot pot places in the chinatown area toronto,neutral
i feel slightly envious of the tweeple who check in at tmsi,hate
i asked him why he enjoys the spinning so much and he said it feels lovely,happiness
i feel offended at how absurdly different this is from the games rather simple storylines,hate
i need to get back to taking care of myself and feeling fabulous,fun
i feel satisfied and melancholic,fun
"Comparatively speaking to the bubble tea places located in that area (i.e. Ten Ren's, The Sugar, etc.).  I find that the Green Grotto Room is not bad for its price and its quality.   Firstly, the ambiance is not bad there.  Lots of magazines for the... Asian magazine reader (which, I am not).  However, there's free wi-fi located there, so I guess you can get a lot of work or... MSNing done there.  I had the baked mochi with ice cream and red bean.  Ordered a red bean hot milk tea along with it.   The red bean milk tea actually had red bean in it - which surprised me thoroughly!  Much better than the one that I ordered at The Sugar.  The baked mochi was questionable.. Didn't really taste much mochi - but it was cheaper than most desserts that I have encountered at other places.  A noted drink is the lime yogurt (calpis?) drink.  I was surprised about the tangy taste to it!  Nice place just to chill and have a night out with a few friends to chat.",neutral
"I've never had a problem with this drive thru like others have complained about. I order mild and hot in the same box and I get the correct order and it isn't dry. I've never had to wait a long time. I've noticed signs up at the drive thru that they are out of a certain item but it's never been something I was counting on getting. I've never gone inside so I can't comment on that. I will continue to visit this Popeyes, it's convenient to home.",neutral
i think about all the really sweet kind and nice people i know and how good it feels to be in their company for how considerate and delicate they are,happiness
i forget god my life is stressful and i feel so out of control overwhelmed disconnected lost afraid worried and anxious,worry
"So, this restaurant maybe an old classic but it is new to me.   The menu is traditional breakfast fare. Omelettes, eggs, and of course, pancakes.   I must say the most recent evidence of God on earth is the potato pancake. OMG! they are awesome! with a little sour cream and salt & pepper. Worth waiting in the Saturday morning line.  Customer service is a bit lacking. I went to breakfast alone, as I have no friends...or at least none who will get up in the morning for breakfast. I was banished to the single's booth it was a half booth with a bench a half table and a half wall to face while eating.   It was a bit like a when you skip class and have to go to the testing center to make it up.   Bad, and demeaning. If it were not for the potato pancakes I would have made more of a fuss",neutral
im feeling dazed and alot of things in my mind,surprise
i climbed a mountain and made my way to a village where the people stared at me the children looked frightened and ran away and everyone i came across asked me why i was there in such a way as to make me feel unwelcome,sadness
i feel that im in your heart and you know im worry and caring about you wherever you go unless im following you beside p i really like it when baby text me in sometime that i never thought u will,happiness
i had finished my first leg the toughest longest and hottest one of my three but i was not feeling so hot,happiness
i feel so hot i could spontaneously combust,happiness
i feel rejected by someone then what part of myself am i rejecting,sadness
i havent gotten to that point and every time i actually want to express myself i feel frightened to do that to the wrong person or the person doesnt even care to learn anything,worry
i feel that this adventure has helped me become much more compassionate grounded and sure of myself and also have become very centered around my own self care and self love,happiness
i feel as dirty as fuck,sadness
"It's a pub.  You shouldn't be surprised in any negative or positive way by this place. It is what it is. They have beer, TVs, and pub food. It's all decent.  On the plus side, there is a pretty big patio space in the back.",neutral
i feel like ive never felt this lonely or depressed or unhappy with my life but i still smile and maintain and good mood in school,sadness
i know with time this annoying feeling will go away just got to work on trusting him,fun
Awesome food... smoothies are great donut are good! Been here many times! But one BIG flaw they have is there drive thru... its a mess... and slow. An English speaking drive thru worker would be wonderful because sometimes you can hardly understand them.. Other than that fantastic place for breakfast!,neutral
i feel very honoured to make it to the final round of the youths awards,fun
"Wings / most food - 3.7 Patio - 5 Back part of the bar that opens up - 5 Inside - 3.5 Price - 3, too high for a sports bar, but at least it's a cool place, considering it's category. Parking - 0.5 New location doesn't have pitchers??? I call shenanigans.",neutral
i feel lethargic unmotivated needy and frustrated,sadness
i wish i could give myself a break and not feel overwhelmed by the idea of meeting my own expectations,worry
i am just waking up with not nearly enough sleep and feeling dazed,surprise
i sort of sense it but at the same time other signs point me away so i m left just feeling confused and misdirected,worry
i find myself feeling selfish and irresponsible if i choose learning,hate
i was at my lowest weight a weight that left me feeling cold even in the heat of summer and having very low energy even for daily activities,hate
i feel curious about the subject matter,surprise
i dont know why i just feel agitated,hate
"Halfway decent haunted house. Really more for 12 year olds. Not super scary or anything, really just a few jump scares. Nice that it wasn't guided. If you have kids, this is a good one to do with them. If you have a sitter, skip this one.",neutral
i do have an overwhelming desire to feel liked and when i left here roughly two years ago i wasnt feeling very well liked,happiness
im so glad we did it and when we had our real ultrasound joe actually wasnt feeling so hot and i just kept thinking how grateful i was that wed already gotten an ultrasound,happiness
i think though youre not so much asking what makes the west what it is but more what is were tryin so hard to hold onto that we feel threatened by newcomers,worry
i feel helpless powerless and out of control,sadness
i feel fairly rich overall,fun
"Walking into BT's Burgerjoint, one is immediately greeted by the laid back vibe of a beachfront burger bar. Blue walls adorned with surfboards, naked light bulbs strung from posts, and a mix of Carolina and California beach music drifts from the speakers welcoming customers.  Ordering is made easy by following the directions on the menu boards. Choose an award winning burger, hot dog or chicken, then dress it up with cheese, bacon and toppings of your choice. Several salad options are also available; though the Grilled Chicken Salad proved to be bland, and the Ranch dressing was clearly not housemade.   It is the Hand-Cut Sweet Potato Fries drizzled with Honey Butter that deserve a special mention, though. Warm, tender and salty sweet potato fingers lightly fried and complemented by the sticky sweet Honey Butter induce fried tater euphoria for fry connoisseurs and novices alike. If you are dedicated to their regular hand cut fries, try a Half And Half for the best of both.  Service and wait times are inconsistent at BT's. Long lines at lunch are unacceptable for those on a limited lunch hour or who are attempting to appease the hungry preschool set. However, when the staff isn't slammed, they are attentive and kind.   BT's Burgerjoint is located at 14130 Rivergate Parkway in Charlotte and can be reached at 704-494-7356.",neutral
i am liked by most of the people i meet i often feel as though i am liked in spite of my faith not because of it,happiness
i worry that you might notice my feelings and i get scared that the gap between us would widen i hold my breath then i bite my lips then i pray that he would leave her side,worry
i talk to my real estate agent for some advice on how to proceed not that i feel she will offer much again im not too impressed with her,surprise
i feel the tender arms of jesus just wrap all around me and hold me up,happiness
"I've passed this place several times and finally decided to stop by and give it a try. Overall first impressions were great - it's a nice clean modern space and I love that you can see the grill from up front as orders are prepared. There's also a salsa bar immediately when you walk in that has several options for all palates.   I was able to get my order in easily enough, but given that it wasn't all that busy, it took a while for my order to come out. There was only one cook on the line and one girl at the counter both taking orders and bringing food out.   The tacos I ordered were the pescado, bistec, and chicken and an horchata to wash it all down with. The bistec was a little bland and dry, which was a bit of a let down. The pescado and chicken tacos were alright, but not much about them stood out in terms of flavor. I will say that these tacos are reasonably priced. The horchata was alright - a touch too sweet but at least it wasn't excessively grainy as some places tend to make it.",neutral
i encourage you to avoid developing relationships with people who trigger feelings of self doubt that is not to be confused with situations that scare you,worry
i feel shaken and scared,worry
i was feeling rejected and sad,sadness
i myself smiling through loving simple dialog child logic explain situation feelings it s funny,surprise
i criticize our strength and courage when i feel it is instead stubborn cowardice,hate
i feel valuable to my team and in ways i do feel like i have some positive impact on a person s life,fun
i have a guy im actually feeling hilariously fond of,happiness
i started feeling a bit strange,surprise
i feel a little stunned but can t imagine what the folks who were working in the studio up until this morning are feeling,surprise
i can care about the kids i work with because many of them have gone through such horrid abuse and poor parenting that i cant help but feel compassionate towards them,happiness
"Complaints:  The waiter was not well trained, he used his palm on occasion as a lid for the water jug.  Just gross. Apart from that the service was OK. Not perfect, so just staring at the waiter eye to eye is not enough to get their attention, but hey, this is Canada, service is bad here on average.  The steaks and potatoes au gratin had no taste to them. Really bland. My aunt is a chef, and I can 100% testify that Jacobs' potatoes au gratin blows, I had way better at home every time.  Duck fat fries tasted bad too.    Considering that steaks are their specialty, and even a $10 steak from Quinn's steakhouse tastes better... well, I will not be back.   Disclaimer: This is my personal experience, my buddies liked their steaks more than I did. :) We were unanimous on the potatoes/fries though.",neutral
i feel like im a horrible person and sometimes that im not even a good mother for the simple fact it happened and i dont know what to do,sadness
"Although i enjoyed this tremendously as my first magic show, i was disaapponted to find later that practically all the tricks are at least 5 years old and can be found online. Not only that, but seeing the slow motion duck trick video shows that indeed the audience member was planted there (as the person had same lines and same reactions as when i saw the show yesterday!!). Also, i was very disturbed that for the audience disappearing trick, i found out after talking to the lady on our table who had been chosen to go on stage, that after the show they had been threatened and told they would be legally liable if they said how they appeared at the rear of the theate!! Talk about dirty tactics!!",neutral
i was coming out of a lengthy illness and i was feeling lousy groundless indecisive and without any direction,sadness
i beside see smiling feel very funny,surprise
i do feel a little savage when i m angry and definitely when i m rageful,hate
i arrived in orlando florida and for the second time i m on my own and i don t feel bothered by it,hate
a friend of mine often had difficulties with her parents once she had a child she had a better relationship with them,fun
im in love but feel so insecure the worst part is that my insecurity leads me to do weird things,worry
i feel eager to return home,fun
"I desperately wanted to love this place because the ambiance is cool, it's clean, and the food has excellent presentation, but as much as I tried, it wasn't for me.  $10 for a corn dog that wasn't anything mind blowing, fried chicken that was pretty good, a pickled vegetable plate that that was ok, and fries and Brussels sprouts that were unique but not amazing. It was all around good food, but I didn't walk out of there feeling like I had an phenomenal tasting experience for the price.  I hate not 5-starring this place because the whole establishment to include the staff are well thought out and great, I just didn't love the unique brand of food.  I would recommend trying Paid In Full if pop-Asian-fusion is your thing because it's unique, and though food didn't speak to me, I can see how someone could enjoy the flavors.",neutral
i normally don t do much on fb but to keep in touch w friends and post lots of food pictures and how i m feeling for the status but i was distracted and didn t want to finish what i started so i took a quiz on marriage potential,hate
i can feel it when you are angry or sad,hate
i have no idea why am i feeling so aching when i am just thinking about it and the day have not come yet,sadness
i feel victimized by the drag on our country with heads in the sand traditionalists i hesitate to call them conservatives for fear of offending real honest to god conservatives who still think the world was created years ago and that stuff like skeletal remains are some kind of hoax,sadness
i feel better prepared to sit down and finish this draft than i did a month ago,fun
i feel that it would be a disservice to you my faithful readers to not include them as i have already included the a href http www,happiness
i think i might be lacking in judgment about what matters and what doesnt but why do i feel like this is just going to go away in the most unfortunate regretful way possible,sadness
i am still pretty upset about the lack of food and the fact that when i commented on their facebook page their solution in so many words was for me to volunteer next year and police it myself i am feeling less frustrated and already considering running the jester next year,hate
i can t help but feel sympathetic towards them,happiness
i feel it aching in my chest,sadness
"There falafel here is sick! At least it may make you sick.   I have been here several times and have always gotten one my my favorite foods, falafel. The basic order here just included a pita filled with falafel, lettuce, tomatoes and some tahinni sauce. You can opt to add fries for a bit more. The falafel always seemed a bit dry to me, however it was crispy. Getting both is a tough act outside of Israel apparently.   What does concern me about this place is their very spotty health record as seen here. http://tinyurl.com/yzuutaj  As of late they have improved but I still have some doubts.  Here you order a counter and they bring you your food, drinks are at a soda fountain and self serve. There is siracha sauce available to spice up your meal.",neutral
i have listed them in the order i feel most valuable beginning with illuminationtm,fun
i was feeling remorseful about my breakfast and so i took a diet pill,sadness
i feel your urgency your jealous love,hate
Their pastries and coffees are an absolute delight.  Price point is a little high but great location for a casual meeting or quick bite .   Love the abstract arts also. Would come back again.,neutral
i could hear the collective shudder from the twitter running family as i typed that and it did feel like i was being very very naughty,happiness
i feel like something sweet,happiness
i feel sorry for the employees but if this is the way applebees ceo behaves its best if the chain is starved to death by caring consumers,sadness
i feel pissed,hate
"Food: 3 Beer: 0  Atmosphere: 3 Service: n/a Culture: 2  Overall = 3 stars  I work a 9-5er in uptown (no I'm not calling it ""the city"" or ""city""...Charlotte is more small town than big city to me.....even with a few skyscrapers...well, two that truly can scrape the sky so-to-speak....Sorry, I digress.  So I bumped into an old manager from my NationsBank days....yes, I'm also dating myself as does any banker that talks about banks they worked for and names you probably never even heard of....and we decided to do lunch at Jason.  This was a salad day for me...lots of meeting, so a big meal wasn't in the cards, unless I planned on falling half asleep in a meeting lasting hours and hours.  So I didn't get to experience the sandwich line, which wasn't a bad thing as it was almost out the door when we arrived around 11:40 in the morning?!?!?!  I had never been here before, so I followed the lead of my acquaintance as he seems to have been here several times.  There are 2 self serve kiosks for soup/salads, which had very small lines.  I ordered a salad with chicken...went over to my left to the counter where I was given a tray, empty white unbreakable plastic bowl and a small cup of cooked chicken.....though I've never been to prison...""convicted....no.......never convicted"" I think I may have had a little taste of what it was liked being herded around like sheep with my prison like tray, bowl and fellow eaters all walking around in a well formed process.  The salad bar is good...though basic...nothing very creative here.  We ate, caught up on our work over the years and headed out. The place itself sits on the second floor of the EPICENTER in the corner of College and 4th with lots of windows, so it is light and bright.  The food was fine...pricing wasn't anything special...total for lunch (with water) (was $9.26 with tax = Salad $6.99 + Chicken $1.49 + tax).  Fast....but only if you go the salad route....avg pricing, though $9 for lunch is not cheap if you eat out lunch every day.  All and all a generally good...can be quick depending....lunch spot in the center of town.",neutral
i feel threatened attacked defamed,worry
i feel like posting for you wonderful people,fun
i cant feel anything any longer any hammer retreats with a violent ringing sound leaving no mark,hate
i know you cant just ged rid of your feelings but seriously i dont see your parents supporting you dating a guy who s their age,happiness
im tired of the book and ready to have it out of here and finding out that i was given unsuitable images and then feeling blamed for the result did not sit well,sadness
i feel my readership has been severely damaged to the point where it will take a very long time to build it back up,sadness
i feel it too sweet girl,happiness
i had started feeling uncomfortable,worry
i purchase from also seem to feel so passionate about the whole toy making process,fun
i feel ok my brain still feels like mush,fun
i am feeling miserable and sick but hoping that with the amount of sleep i am getting i havent had much choice i have had zero energy cold meds vitamins and lots of fluids i have high hopes to feel better tomorrow,sadness
im feeling a little delicate after a night out with lynne last night i had to sit down in the shower this morning,happiness
i keep these things predominantly for fix functions and will not arranged right now to create a style applying twelve months previous ingredients until i m feeling much more perverse than usual,sadness
"Average breakfast, tourist restaurant in front of the Bellagio fountain.  It's got a very nice patio seating area with heaters for winter.  I ordered the smoked salmon benedict and the bun was way too hard that I couldn't cut through with my knife.  My wife ordered the French toast, it's not too bad but nothing extraordinary.  Like I said, if you want a breakfast that's more finer than Denny's than give it a try, if it's not too hot make sure you ask for patio seat.  Although I believe they have mists running outside during hot summer heat.  My opinion above is solely based on breakfast and I know they offer many other choices for lunch and dinner.  Overall it's not too bad, you won't be disappointed that's what I would say.",neutral
i supposed i ought to feel thankful for that adding with a sarcastic edge at my age,fun
i feel pressured to offer comfort at a time when i m the one in need of help,worry
i feel more assured and confident about my ability,fun
i feel frightened because the tower is tall and im scared of heights,worry
i have a feeling i will once again walk out pressured to induce but i just have to remain strong in the face of pressure,worry
i feel vulnerable gt i get angry that i was made to feel vulnerable gt i get angry that i was made to feel angry gt i express my anger gt i feel ashamed that i am angry and expressed it gt i dwell on what happened and justify my anger gt i feel exhausted from all the effort,worry
i feel peaceful just being around her,fun
im feeling a little hesitant not to go to school,worry
"This place was better than a lot of the reviews on here say. Especially for the price during CES.  We are not party animals, and did not miss having a casino downstairs. We also did not miss the associated resort fee. We got upgraded to a huge 2-floor suite. It had a hot tub, it was clean and good.  Minor gripes:  We were missing the TV remotes but after a call one was delivered promptly. The hot tub only dispensed hot water and it was too hot; we had to walk and get ice. And the closest ice machine was broken. There was no fridge, and that room was enormous so they could have fit one. Housekeeping did enter our room, but all they did as far as we could tell is drain the hot tub.  The blankets were the kind you get at a gross cheap motel. This is a big issue for my man; minus one star for this. Get better blankets, people. Hotel rooms are designed for being in bed, and this should be obvious.   Not a perfect place, but a lot better than many places. Much more satisfying than other places we stayed in the area.",neutral
i have feelings i feel loss and longing for something more i laugh and cry,happiness
i feel that excitement once more i cant wait for this game to come out so i can stop trying to come up with creative ways to discuss a first person shooter set in modern day warzones with all kinds of guns and such,fun
i have to admit is the only time i feel a bit shaky,worry
i had a sudden feeling of missed opportunity here i could have asked how their evening was going,sadness
i can remember i feel especially impressed to start fresh new and remove clutter,surprise
i get an anxious feeling i feel xox soon itll be the real thing already so i need to be flawless,fun
i gotta say im feeling nervous and excited,worry
i often feel offended by life,hate
